,id,sen_off_peak_var,sen_peak_var,sen_mid_peak_var,sen_off_peak_fix,sen_peak_fix,sen_mid_peak_fix
543,ec78aaf73553103d42b9a20a9a02ef00,-111516.62611516644,inf,inf,4640.5983165597145,inf,inf
544,17d4d896a8a7190a0ad8449e819a4e96,-211791.48163100492,-496434.8237520706,15206014.492753707,3165.453843322485,3510.5492974183753,3712.9403108435345
545,21e2f8be1125f9402063bf66a33862fa,-981740.976645379,inf,inf,10403.940177344057,inf,inf
546,29d7d74c238a5d66954920f053e5a9fc,-13225.326500248084,-24933.76967430261,-77934.7296639065,192.86802956859663,209.30996052728088,218.62898202629304
547,0050ff8eebddf354344ac124c6c95217,-123629.25416365112,inf,inf,4801.80988959317,inf,inf
548,fc75672aedcfa5e8345b2818c336b0ef,26209.992193598664,-inf,-inf,-441.27210434814543,-inf,-inf
549,e30bc461f448d9243be8c7bb3fad04a8,-49156810.69743058,-101036902.34964423,376171902.08667827,2877012.3303108183,4795020.550518274,7192530.825777281
550,668867efce5768045556c72b3fd235f6,-0.0,,,0.0,,
551,afdc7c07eaacac7e2f9000dbdf7dd3a7,-49902.79005176124,inf,inf,2223.437215236029,inf,inf
552,c129f899fd39518aead895386b6f276c,-14807491.347263167,-39777286.50137736,38762832.21476515,709037.3174821585,1181728.8624703244,1772593.2937054543
553,2e3c7d7f4512018512f7adde9cacf2ad,-0.0,,,-0.0,,
554,4db35277bb03e3f053d9db56af72168c,-26962392.700865805,-42834352.906374775,-342725514.7929,80445294298.23927,-109698128716.44847,-50278309023.23087
555,8b9910da89f91e8b86ee5a92518c9cc8,-394087.8465923813,-1113720.2489930836,926742.8397318728,inf,inf,inf
556,3d25c0c8b3dc1c7be6512d3a4b5c7b67,-6380635.245901427,inf,inf,17514.743040227648,inf,inf
557,fe9c9cf3a1ea20199fe5fba4e9ca5027,-588500.2963841158,inf,inf,5584.467889309678,inf,inf
558,1e9a67f011923f5a324ac68e1a6577cb,-914.8793565683602,1218.206157965198,inf,15.356161702070327,inf,inf
559,13ca4ec72652d2c320d1b811a2caa736,-31559.93563958167,-52076.19806186116,-237895.69436020465,2407.9339240685827,4013.2232067811756,6019.834810171654
560,edbc525f1baceb56ebca5e300186f6dd,-0.0,-0.0,,-0.0,,
561,23e07d33de87bc189aa063cee544858a,-20650153.9322692,44662832.92978206,inf,415026.9885948186,inf,inf
562,ac023cf61624359740376471f10ab120,0.0,,,0.0,,
563,b62454604c177122183b172ee19ba5f9,-0.0,0.0,,0.0,,
564,607e90b5ab8c763426ecf53806449153,-0.0,,,0.0,,
565,d029b409297fc8b2cc868fbdd2d8fabf,-0.0,,,-0.0,,
566,2374a8cf04edf567593a2458dc5190b7,-0.0,,,0.0,,
567,91fa5ede173544e8f99b4c609609f489,-23433488.452856593,-46240692.13637135,-183236198.2348945,543893.9145896769,626113.637152351,677307.4739503041
568,cd1616e7ba0727b5e230c955281ccf7e,-0.0,,,0.0,,
569,ad5ccfcdcadea375ca4af119aa623e4e,-8240372.815533999,inf,inf,-35364933338.860214,inf,inf
570,750e1e5e8e84905dc73c89f758f476f7,-0.0,,,0.0,,
571,1528b9f49e32a65fdc1f86a34f743371,-2462441.7975094547,1662936.0146252278,inf,25583.084147266345,inf,inf
572,a5687637c560f86c9babfdfdba62fced,-395198.4635083228,-1059196.9800960878,1038526.2449528977,18945.392583643938,31575.654306074837,47363.4814591114
573,8d6307c6401f4db4e3857001cc1eeef3,-161409.72347731845,inf,inf,5023.546114609879,inf,inf
574,09ab28368f9d8334a51c5aaf27da627e,2189279.802030887,1530915.1741950896,inf,107042.23345771215,inf,inf
575,51cd594e530f8245e693d699b0a9aedc,-0.0,,,-0.0,,
576,b358ea700a6a10be1cea29d07a171aca,-97430138.29279916,305626028.4218388,inf,-340518333386.55005,inf,inf
577,4542faa1f14c4886ffe9cf962549d930,-262399.2814985888,-705707.384403037,684680.2812186131,12553.371193427365,20922.285322380005,31383.427983569436
578,93647fcf3439497a3d0bc16b0fbb66dd,-580985.7051418822,5318515.625000015,inf,15317.23692588779,inf,inf
579,b150f92736a179e8dc2fcff92b26a89f,-0.0,,,0.0,,
580,fc22251782e1359c310469d04e733123,-0.0,,,0.0,,
581,2e919eb3efb9eb8c1cf5d33a88c2fd5e,-29094.260136914145,-115404.6997389034,90167.27866177089,445.3407683075284,512.6623423018186,554.5798964436228
582,e39fde64d8a67b1906b8c6502895edbc,-0.0,,,,,
583,9fda4ec2ad23373cd8623f7aa693231c,-0.0,,,-0.0,,
584,d911943b2779f54d77c345149ff58674,-369889.4727305655,inf,inf,11482.921473201615,inf,inf
585,7684fac838235bfbef0ef3290b32953b,-86360.81284940988,-152730.69679849336,-1994262.2950819577,5973.645249441854,9956.07541573693,14934.113123605122
586,8e2cff885c759f121b466d462e93bd48,-0.0,0.0,,-0.0,,
587,c23e28603fd617a52a083f0bfed9f642,-706629.8499008794,-2716505.1714752237,inf,28069.826098500143,inf,inf
588,ea055fb7ee648180106e2b9d8bb05742,-271234.4949793272,-637335.1839000488,631854.1451668402,11274.549521346893,18790.915868912445,28186.373803368155
589,312630e3bee704d5c7ed1dfa424f3cbb,-21989.708404802706,-56243.487798190334,285682.4512534833,247.25681390694086,268.3353693959741,280.2823549577077
590,df25c8a43cb910c1fa9005a541373cfb,-0.0,-0.0,,0.0,,
591,bf30c013d20ede25c391342da9fb08cf,-45205.93080724873,inf,inf,1080.44378744823,inf,inf
592,b20d0dbea18762ec379feb63dc68c7dd,-0.0,,,-0.0,,
593,ff592ad1cf4eb95a745011651fd5d98a,-537727.1399357449,inf,inf,10353.540467142391,inf,inf
594,c2bc892bf1a5a5e6e6b6be874d7ca338,-125345.28468627724,inf,inf,-827383333.462638,inf,inf
595,48670857240bc73cc5fd8151f2bf4118,12295.909399090977,13995.484036928,17451.70717798845,738.6456202595693,819.1722235070417,866.399333124119
596,7fba7a1685b61073cde739ab3cf79442,-0.0,,,0.0,,
597,32333de2cf81ee71f6e3c286d900b1fd,-33123.7322515213,-79681.40068886336,115670.83333333337,1704.0111566970336,2840.0185944952004,4260.027891742723
598,c01f4e3c97f5a74140499751d3e8e06d,-35390833.333333515,inf,inf,71634.75304372668,inf,inf
599,76cfa6e8c510f5e2ee67e7e8b244d32d,-0.0,,,0.0,,
600,fae6644d71d0877cd093f70571723678,-289244.5281242643,inf,inf,6913.085249759865,inf,inf
601,5d5431b8305bb08ab589db356d2b54ef,-130364.20863309331,inf,inf,1630.8468726304945,inf,inf
602,24a327533acd17d828619edb219c1c5c,-517388.72777707677,-1015695.5445544828,2347488.5583524033,25187.33626491183,41978.89377485519,62968.34066228164
603,5fa4202c4a212bde4ae0c1f7d7993173,-911830.164217806,-5604183.2669322435,inf,-3516625000.5495834,inf,inf
604,7f2e6f3e47afde83f4155ce7efbd44c0,-220637.11911357113,-427979.27461139037,3313818.722139707,13689.296789257316,22815.494648763353,34223.24197314441
605,30e04661a92a66b6deb172d5e85a4750,-38433.408577878115,-146104.11899313505,61762.998790810154,1567.6215169080917,2612.7025281802858,3919.0537922703575
606,d95aadeaa2ad48386cf253dc6e5c9cff,0.0,,,0.0,,
607,5d6468a1a3ca45a6714b2da8dfa84755,-0.0,,,0.0,,
608,e04a851c08f8fd21d7ca8475d4a85cc5,-230598.62909367858,-348418.8722669734,-3280346.6955576423,18584.837793310795,30974.72965551957,46462.09448327851
609,adc7a1f23e35a6aa93881b73845a038b,-101705.42635658932,-273570.8079930497,180602.23687983918,3865.559835890363,6442.599726484266,9663.899589726225
610,f682ccc700963290b479812f7e6f2a5a,-269188.4759181881,inf,inf,6884.960411477685,inf,inf
611,ccc42440edd23bf9d5090dd738a03fc4,-44214608.92049148,18602121.294533588,inf,384747.78770022356,inf,inf
612,12291e37e9f72fdfc8bb547e7182b045,-109038.58479682088,-292909.7796143247,285439.5973154366,5221.169734512675,8701.949557521568,13052.924336282114
613,e7d07c9815ea8b520b3a2a9b941d7bbd,-89253.0668777197,-173127.99846478255,1340520.0594353778,5537.652625040029,9229.421041733853,13844.131562600527
614,6b80ab6b156e966cc8b254d27e7ef8f9,-218357.91466204132,-395621.6061731921,-1051085.801063023,4176.336066711256,4631.6371586665355,4898.661393036211
615,f93994a7a85bbb9f768a2ea7f58ca891,-797406.1662198353,1061784.9174475714,inf,13384.385539783245,inf,inf
616,a2d2c0e3ff622f31ba976c16cfd4f30e,-24660.19417475734,inf,inf,-105833333.34987313,inf,inf
617,87db8be16dc1e3851c271894af55b9fe,-242265.481299816,-577682.7485380122,9083563.218390897,14552.381724033334,24253.96954005679,36380.954310084526
618,2f4ea7c4913c588ce16181295819db46,-0.0,0.0,,0.0,,
619,98867b6239684f82f85ddfad9eb5c4c5,-0.0,,,0.0,,
620,cfd6fcb954f38ad4d0817a441250185a,-128842.71709898504,-254092.38665525656,-1003493.2432432466,9116.1926789083,15193.65446484794,22790.481697271494
621,9ab8c6b86fd2bbf5e1f00eedef97eaf5,-615260.8639917957,-1652772.0385674909,1610620.8053691292,29460.96015360007,49101.60025600262,73652.40038400258
622,4022c7746fd4e2c8af7286813bafce6a,-491028.3796155024,-1188697.3651809874,11174305.555555867,inf,inf,inf
623,52fa5c59a0d14a486943f2258c7b8cdd,-0.0,,,0.0,,
624,70401d981c728d5afb53cc77ed8e4a1c,-168509.04740541073,-415800.7380073943,350597.38643434877,inf,inf,inf
625,baa1074b6946d1b048f62b4ebd15f372,-0.0,,,0.0,,
626,24eba7de2c97ec2130c7f8e5ad680e88,-3562996.2943356237,inf,inf,75717.68962328523,inf,inf
627,f273740b36942b971dd2639a94de2829,-186915319.97414437,78639651.89012782,inf,1626504.3975997258,inf,inf
628,526d3b158cdb83222c42b7d60c3de553,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
629,fa48d6d921c0c239b70ff101ab311338,-39794434.208717085,-87890956.57455492,110341181.85284024,80395810964.99588,-109630651443.76514,-50247381939.90034
630,9f1e5599fe14abb4d570dfe2b1ec9b6e,-87649.49109414774,inf,inf,3100.1446741681466,inf,inf
631,c34eb9e03cd2df03a964809e00af6afb,-2588587.7706659446,inf,inf,-15840000002.475498,inf,inf
632,4bc59d965cf2e2edf030ed252caa259f,-559294.2298521693,1754435.3029169717,inf,-1954733333.6388218,inf,inf
633,9dc24a7803c951a56697d7c2fc3cf815,-413172.35548980243,-873709.4972067026,2543819.1281717685,inf,inf,inf
634,ab07311332ad017c071947aa1747bf9e,-56560.7183580387,-297250.93632958736,130923.78752886869,598.6127955879691,663.8731230941866,702.1468924634321
635,58897e0d5e9f37bfa47479548c7414cc,-125697.98743750797,-337661.84573002707,329050.33557047014,6018.88339729264,10031.472328821577,15047.208493232094
636,f40cdc0cf1d4ce2dbeee483168d70dcc,-199329.22806245898,inf,inf,5098.189435410784,inf,inf
637,f0f772cdb002ff6c1eff067e22d65ac7,-603986.5996649922,-1332520.3252032497,2962048.1927710935,33199.39895258544,55332.33158764522,82998.49738146631
638,e3297b365b90a4c8c45ce29f89b09638,-0.0,0.0,,0.0,,
639,1c06d73ee7e832c9227cf994ea570c14,-210279.30503628787,inf,inf,5378.256575024733,inf,inf
640,b1c05d16df29189798b2001a99b14074,-215648.58490565998,-551568.4123937486,2801629.5264624096,12347.31357831869,20578.855963865528,30868.28394579773
641,6dcc1baef6f4acf295eb6589cca6eccb,-299888.47583643114,-805588.8429752055,785043.6241610746,14359.766652180182,23932.944420301523,35899.41663045163
642,840015443a5a45eb6296f8ede74822b0,-0.0,-0.0,,-0.0,,
643,07d05946352aa1e45262bacaeb60d71d,-40389588.58102317,87355932.2033898,inf,811750.3324355945,inf,inf
644,ff4a294d33364f648b6b685c472e4102,259983.48472337128,inf,inf,1770.9648169523155,inf,inf
645,00d44d36582e0f27ffbc0bd39c87fef8,-251364.75955141534,-1042104.0189125359,464826.01054481545,367341665.9990422,-500920454.2192785,-229588541.64590392
646,2af2b93dce7fd047e29ddbffbf10b92f,-1379332.3863635948,inf,inf,27310.62421391097,inf,inf
647,992de3a0ad22bb8879054712bd9648f4,-88688.88616591207,-173612.3770688412,-13403518.518518891,201052777.41237473,-274162878.6093567,-125657986.09974726
648,6a11a0ff92e67522fec90384af02792c,-346736.7806018216,inf,inf,6676.16161207078,inf,inf
649,557dbce72dfb5ed247942ae28c9f7c7a,-0.0,,,-0.0,,
650,5df6192ad27f7b4071292cb646915e64,-165093.4089000838,-339669.6177931335,1255395.0518754947,9655.367564554592,16092.279274258473,24138.41891138727
651,22ed45eb0605bfc9d6d4b9172c5cef06,-113718.72303710105,-211556.98234349873,inf,inf,inf,inf
652,9d7dbf9ef90236a8c411d8e430b8f715,-343202.5193798456,-923158.1233709824,609437.9122454826,13044.23885742024,21740.398095701505,32610.597143551666
653,8428d022e412821a0a2830f0caca9efc,-0.0,0.0,,0.0,,
654,ff4416c647dbc338773bf247d91bd5a3,-502007.465781834,429960.923623444,inf,6808.123353290768,inf,inf
655,0123d2d182eaeacd016aed82b95763bf,-59843.29527647192,-464097.22222221654,51299.174822490815,1640.8496178388782,2734.749363064936,4102.12404459733
656,d933609b992861a0704c95945f4a5d6b,-169149.5145631072,inf,inf,-725933333.4467833,inf,inf
657,2c5db21ffd65327e331fa4d43ed6b5f3,-118788.59159071196,inf,inf,2272.486933200151,inf,inf
658,467f5030602e6ef6802781bcdd070b70,-671937.3023511604,-1484057.0907986618,1863133.8162409451,1357499997.532814,-1851136362.43099,-848437499.9232718
659,dc3074d67c494864482add354b6e053e,-0.0,,,0.0,,
660,4c23d34b6c163c4b4b5b45aa6465c99f,-229486.50079407071,inf,inf,4876.846958130027,inf,inf
661,c6de28f2f999779bdc4a7686bdf23d90,-18743.568154177185,-34590.81491712704,2177717.391304469,1229.7778727144218,2049.6297878574737,3074.444681786155
662,6823af5ac290ec878e582da9c6cbba5a,-368788.61684399424,-990674.9311294754,965409.3959731555,17658.95960853294,29431.5993475564,44147.3990213338
663,61b80aec63d0cd5c3566ba269ea91882,-0.0,,,-0.0,,
664,562f558f3437590644343977fe9e523c,-35812.67217630832,inf,inf,-21666666.670052767,inf,inf
665,baac5f946ba8080620ddd7b3eeeb9d6b,-105672.94929652264,inf,inf,2239.1308749974855,inf,inf
666,2b35b6238eeffef6df09ca9fa24d703b,-127077.29778233556,-341367.07988980674,332661.07382550376,6084.92986552527,10141.549775875967,15212.324663813672
667,8ce55bdcaeedbffd192b04251c5e03aa,-61329.97189618169,-115625.68178276443,-361407.6960545544,1495.1560627200763,1721.1768240619022,1861.907899385859
668,7a74090d2658fc9f488bf8952bc85e3c,-198872.48934875202,-342682.2233875149,inf,-2178316667.0070972,inf,inf
669,774336e01d47c5f1d1977a0cfa79c072,-14804667.242869511,-90990703.8512746,inf,-57096666675.58982,inf,inf
670,00afaab98ba4e403d34705cb839ad325,-101444526.19047865,-209266704.3222008,174546091.76566195,inf,inf,inf
671,987e2767a9812e900db0041930d126cb,-0.0,,,0.0,,
672,57f04ddf59300ca6bf5d297d54ca2bee,-181764.36363636385,inf,inf,-1041358333.4960785,inf,inf
673,2a187efe50a8a6b52d56e7791a8883c2,-227792.66723842153,-582629.5585412672,2959401.1142061427,13042.642939042871,21737.738231739222,32606.607347608242
674,0e20be3da541ddc7ebe6d66d246f5e45,-0.0,,,0.0,,
675,0a43f2f6d9f311ee5e64c135b049e0a3,-57921.18226601,inf,inf,80.98617160086741,inf,inf
676,277246918f2b26870fb42bc34f83c844,-72082.84302188746,inf,inf,1722.8150938132233,inf,inf
677,68f7d330ebad332f14a9ba6fbad63828,-0.0,,,0.0,,
678,7ac3d93d8e8a9f5c78ee9e9dbd8fc609,-0.0,,,0.0,,
679,604f63aa1b5f690b43c8b6faae62f61c,-270985.81030619895,-667986.0088365253,566776.0074976578,503958332.4174151,-687215908.6434261,-314973958.30484873
680,49474899718fc0fb151c7df80b942f64,-342302.6171101829,inf,inf,8754.98090885984,inf,inf
681,3a7c252f62c06ee4a080b3d574f0938d,-0.0,0.0,,-0.0,,
682,420d16b9c1aef7b0a1e1d6e35966fe6d,-321241.59569699736,-791631.0751104577,671686.9728209944,597241665.5812109,-814420454.015142,-373276041.6329096
683,0a1a1bfd61ced6f1d210ed402dd1ee97,11859377.990430575,inf,inf,2954.632636912568,inf,inf
684,9903ebfb64ad280153062f7146dfef37,-120821069.34886172,inf,inf,2567583.986392097,inf,inf
685,a7a8b0778b13d982a257c834e31c657f,-515505.5584965585,inf,inf,10955.074508321657,inf,inf
686,429f658db66ce265a50710ac3e931b79,-942335.243553003,30778.049436730107,inf,-2192500000.342647,inf,inf
687,1f32a3a0335e6822a3399a04d729a5bb,-0.0,-0.0,,-0.0,,
688,f73b908e4f30892ad55eb6403c0a4bcf,-212580.43840533256,-571053.7190082637,556489.9328859067,10179.135699711675,16965.22616618699,25447.83924928002
689,0a80d9e588c335a23b69d14e291676b7,-389539.8025894115,-1046418.7327823678,1019731.5436241623,18652.602942872898,31087.671571456412,46631.50735718377
690,0a493c801d95ded8943085753d983a11,-528875.0887153981,inf,inf,8383.283046122546,inf,inf
691,3d60fc9f8d4487f689895231b080d740,inf,inf,inf,inf,inf,inf
692,e3ba18d3126cd67f2264c560750a111d,-0.0,,,0.0,,
693,178d694de9bd1d59fd7430c5ab2a55b7,-401293.91810031305,inf,inf,9315.733934529944,inf,inf
694,88d94bb904de84096d0a170c16f68aec,-357926.61021298455,-962622.4982746729,933940.4084365573,17123.467611449803,28539.112685751123,42808.66902862591
695,095424e6a5510ab49c765676392e2a85,-0.0,0.0,,0.0,,
696,ee313c1feb19071010b72028c513de61,-0.0,,,0.0,,
697,76d695bd3e5705ac4270f072f65fd994,-140225.4545454547,inf,inf,-803375000.1255527,inf,inf
698,b98f0a0e9b1bb13f152bee35837aa10f,-0.0,,,0.0,,
699,87acfeb4595424ee9ee462b1c5fe4c85,-0.0,0.0,,0.0,,
700,418ff1b9c345c7d933b940e331895849,-51846.33362547627,inf,inf,998.2630099877,inf,inf
701,d7046502f173b703b073a492a46b9e3a,-222735500.96961966,93710040.79412566,inf,1938205.3428192933,inf,inf
702,99f619e25e64e0ec1ab9baa2f0ffb10e,-180265.84867076197,inf,inf,3470.886292403844,inf,inf
703,23908ce8fd9d7294e567a9965b0426fc,-0.0,0.0,,0.0,,
704,543a24f3627b20a2a17041e520048993,-441677.49050361465,-864603.0223075093,-66750555.555557415,1001258331.513598,-1365352271.838219,-625786458.2767404
705,870c81ccefd4c8cb7ce62a9eacb1cf71,-977911.6327235083,-1909036.388140163,3248864.678899091,963608842.9893508,-1073109847.7860894,1967368055.3776374
706,d2c8d051c425fa7e7e5ace3c111d840a,-0.0,-0.0,,-0.0,,
707,ca9b6cdc599b018bc0103a7d106f3c4d,-0.0,,,0.0,,
708,a5952122f35e51fba926be1f4f723709,-2809637.076998511,inf,inf,32224.595958573478,inf,inf
709,8c5c5003b58cd350f56d7c4962e57c50,-132111.9210977699,-337905.1275020567,1716350.9749303705,7564.28481986968,12607.141366450109,18910.71204967482
710,aeecf620414391a8272c32b62d11e4d8,-63005.043801433625,inf,inf,1335.0298235785244,inf,inf
711,b2d77fc04d01528876af103a2a52d98b,-2534670.3655352388,inf,inf,6593.965384320168,inf,inf
712,d8e7f0c46a971efd95f3ca4297a7c893,-0.0,-0.0,0.0,0.0,0.0,0.0
713,0c15a438f1b40e4811aa094124928be3,-0.0,,,-0.0,,
714,a1ca45c415e212f35abf4a88e726b347,-0.0,,,-0.0,,
715,e5b1c1ee1667e301371a1b9ed0e707aa,-882167.8136580193,inf,inf,18747.06095439965,inf,inf
716,03562bdbac4407591f350d5e3cc5f23f,inf,inf,inf,inf,inf,inf
717,19bb25eff9a22f0193e39831b4b89fd5,-346106.00612597755,-712030.1369863013,inf,-2165758333.671801,inf,inf
718,88d9b501683b18afaddce4405d54d084,-4398381.294964021,inf,inf,55023.43361525712,inf,inf
719,7d9a2fa40ebe25dc35e4af3bff24e2f2,-0.0,,,0.0,,
720,0ffa576fb51d03829474637fe3501b94,-378598.31146373745,-916523.0238857404,8615740.740740981,5582.99553360358,5582.995533603551,5582.99553360358
721,a6828d720b61ec581ed73aa764dfbd4b,-0.0,-0.0,,,,
722,46ea437826373e59bc619996620b4aa1,-1082011.3636363735,-513714.59401133156,-259942.66994266995,11547.36679725467,19091.265621165185,28352.619796720024
723,23039f84194c5d4efb47b639f4c39aca,-0.0,,,0.0,,
724,3cd403b9ccce359b055c4600369dfbb3,-324422.61746748135,inf,inf,6874.2729729304565,inf,inf
725,be732435968e4d66a3669b0fc98471de,-409416.1993196691,-872154.3282412849,-7264632.952691652,inf,inf,inf
726,a3b9bb03dfe3e41f9906eca8759e162f,-188993.72478709125,inf,inf,-702741666.7764921,inf,inf
727,b641cb2ffea4f8554c646388edbfbcca,-43626935.436752684,inf,inf,840004.5449738726,inf,inf
728,7a55cd5490434215bcea916b8c9c3da4,-233700.28226841174,-628523.1193926851,609795.7817207894,11180.39033708216,18633.98389513788,27950.975842706313
729,80e4fadd0c1e0e39a9ed4ca4bd069993,-17196.70825590659,inf,inf,364.3854047839252,inf,inf
730,2eff81b8942683096c2a3166c1b3a138,-0.0,,,0.0,,
731,e5f049f089075f1720cf049d73606cec,-307905.9901578139,-2720374.812593756,inf,10206.447562926589,inf,inf
732,c11433e92ac119708703da467e3a724d,-0.0,,,-0.0,,
733,5a44bdff3b508a8b738cc5d00ee8e401,-142307.52064271373,-313741.6974169743,701132.4903793663,7828.347929848092,13047.246549747484,19570.86982462087
734,39399ffbee2eec9bfd6cc6c3d4ab76ec,0.0,-0.0,-0.0,0.0,-0.0,-0.0
735,7c216e3988159b70987760db318d1087,5610.972568578573,-105.2840915737632,inf,4.518080454362272,inf,inf
736,f7fb864cd27b4008c7a006cd50aac4ce,-156656.2079784852,inf,inf,-582500000.0910339,inf,inf
737,f4012a6e8798d8d057c87959185704cc,-143101.74809502484,inf,inf,inf,inf,inf
738,f3773916e8d59e9c7e63e5a01960a352,-57960.3315571343,-136677.13787085484,133965.10434485076,2403.575839268846,4005.959732114947,6008.939598172311
739,3cf89b37cdec3ebcd5c05bdc50e59eed,-129441.21447028447,-348175.49956559535,229853.74247203875,4919.7253056182135,8199.542176030773,12299.313264045937
740,16484a791bc7b0b0745014d94658f607,-26603.606266627277,inf,inf,-150000000.02344224,inf,inf
741,718acdf02e58207e68037dbaf2d125e5,-0.0,,,0.0,,
742,cd335d7be1427e4eb956494e7fc639be,-0.0,0.0,,-0.0,,
743,15a3f55e014bd088263edef0abb7c6ea,-621261.6269237272,-9229949.748743821,inf,-3061266667.145086,inf,inf
744,9d8348648d79388648b1b73cabc93c94,-44242.23341729635,-91025.69639386749,336424.5810055855,2587.4747415225224,4312.457902537757,6468.686853806518
745,150df6beaa4f33ba5733386a14f4b7b1,-0.0,0.0,,,,
746,b2cacad8fc00e79ac23601f35a3345a5,-0.0,,,-0.0,,
747,cfa31a97f9ee845e5840b95f6396170b,-7456152.277362057,9719096.145325614,inf,123389.29051158048,inf,inf
748,6b74dbe7a0115c5b11666e3bdc337537,-0.0,-0.0,0.0,,,
749,04a9f30bd19147d138561c77635c3a9e,-123047.40406320644,-242806.2360801778,-962158.8594704671,8699.351075034896,14498.91845839223,21748.377687587952
750,43b8f1ae63d06b6831bea3819b582222,inf,inf,inf,inf,inf,inf
751,caece3b46de110c03df3537dff830d58,-107792.20779220788,inf,inf,4808.784849487151,inf,inf
752,7bbe17ea1417fd9e84287b291194c925,-0.0,,,0.0,,
753,a9f05668b3deb6a8f82d09d7d5dcebdc,-69261.62018592289,-106712.59036966301,-546305.8659217866,217308332.93838665,-296329545.2615894,-135817708.32105067
754,7cd494d875cf04e64ff61199fab0da20,-0.0,,,0.0,,
755,60e7f0506d2b639bcf9720c7a2993651,-85368.32195810774,inf,inf,2040.3445180190365,inf,inf
756,0e24a31aebf1c49f3490594f6ed72825,-0.0,,,0.0,,
757,b10e59940e9c70984f06fecf86f7abb4,-900879.2924037948,inf,inf,9739.575247442399,inf,inf
758,fee782616b201a984b2851e4b8701359,-0.0,,,-0.0,,
759,f90f743faba06bc23973b3d4c8da7ddd,-0.0,-0.0,,,,
760,9b5a5c3beddab8eca1043b2db487a4e2,-110072.64529058128,inf,inf,inf,inf,inf
761,2401a4c3c9eb97cc3465d7e076b4c4ff,-316250.4807076015,-849542.0110192827,827875.8389261755,15143.239812515942,25238.733020861186,37858.09953129109
762,e1881b8cfc03480d204eb857c9286fc1,-388245.84345226997,11294999.999999776,inf,inf,inf,inf
763,6e4cfdef957c45c982e17b21a12a58cf,-126685.09895227029,inf,inf,inf,inf,inf
764,04b5c5ca9c48b3518d7c1b0eb46b0c19,-158455.16569200685,inf,inf,3657.9164669803417,inf,inf
765,12c5f78662447f1773a2074227f930e7,-738928.4874147263,-1742199.1125901286,2757844.6005267752,38562.114370875475,64270.19061812907,96405.28592719184
766,c80438ec8c694e616c4a125187073972,-0.0,,,0.0,,
767,21e4be90d4b8f1b7ab7725fc7317cb35,-206624.22790873615,-405429.13677962,938802.9782359693,10061.344647166681,16768.907745278655,25153.361617917526
768,41721f589dee01c6f94b30b7ab1f70f6,-0.0,0.0,,0.0,,
769,1edaeece93fa5f4d1d8845ae491d03d8,-51109.7089675846,-92600.74306944835,-246021.26044039507,1305.8358582744097,1503.2373351059932,1626.1487081149162
770,ce1cd11e9940e59edf5220853092c6d8,-17346197.736748293,-41629882.79016579,61031571.668061234,893845.2180146982,1489742.030024573,2234613.045036819
771,2aa5118b0dbeaf2ddacc9c8e0631090d,-57325.56873843474,inf,inf,-438875000.068588,inf,inf
772,8d0034748d64d88064b9543fabaed7d8,-104303.83631713563,-249040.05862237417,3776185.1851852904,6258.271153897894,10430.451923163686,15645.677884745246
773,eb3c2a3511e9c7841f5c3e93ce5ff2c9,-368059.3772628577,inf,inf,14295.574050449315,inf,inf
774,a66bdbb5737282df3fd8a30be568e84d,-937146.5229663849,-2520400.2760524517,2445302.979578169,44833.766686552844,74722.94447759188,112084.41671638578
775,3eceb5021d9cc4b00b88190a4e99bcee,-0.0,,,-0.0,,
776,82c01084937ed8a36f8cefb9daf84da4,-141168.45012081446,-275582.8840970262,469265.63396442693,139103741.41748172,-154910984.74761406,284003472.19653845
777,3e716be6b317c4deff3bb182c9c81318,-51904.672897196055,1534198.895027619,inf,-231408333.36949816,inf,inf
778,76979bc99c83112c1ebe6b1f8a51acc8,-0.0,,,-0.0,,
779,d773cb5e341d5c46ff39f0b8776c527a,-309772.37252861605,inf,inf,1093.558979716583,inf,inf
780,46431caab4e109c1d016ce9daf7ecca1,-0.0,,,0.0,,
781,ed5c5fe5b1d5a0337c6cd4c4590ad8eb,-882493.3842987606,inf,inf,16882.552925320804,inf,inf
782,a6ca2eb7dd95e6cf43d4f45692980899,-332019.7044334984,inf,inf,602.5824143206487,inf,inf
783,7629862f013756994d60faab42d03875,-0.0,-0.0,,0.0,,
784,3354f9effedbe7746907d23fc5f8e20f,-309612.4696124647,inf,inf,-1804266666.94864,inf,inf
785,7fb767948e9edd930722609a46cb14e3,-545752.2784999261,-1344889.5434462465,1141118.4004998454,1014644442.6003807,-1383606059.7051208,-634152777.7204283
786,5b73e80294696c19998800dd2072525c,-1442285.041224978,inf,inf,2919.3359696761004,inf,inf
787,80b6aa31e15163b956a4a9eee7f6be8a,-0.0,,,0.0,,
788,b4e520124484e59375affaafa6b7e23a,-0.0,-0.0,,0.0,,
789,23ec6e9db964c545496f9ee84abae3d2,-126850.03631082033,inf,inf,3930.1086518752813,inf,inf
790,4fee122cf9fd524081051b63122c420c,0.0,-0.0,-0.0,0.0,-0.0,-0.0
791,e9d3e4a620c406f93bc9a0bf43a2f878,-0.0,-0.0,0.0,0.0,0.0,0.0
792,768970ef5cadfed000b8b407defb90cd,-0.0,-0.0,0.0,0.0,0.0,0.0
